Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,31.0,881.4416667,0.017204301,0.02609319,0.0,0.0,oct,3.0,2.0,2.0,13.0,returning_visitor,TRUE,false
0.0,0.0,3.0,334.9380199062564,32.0,776.9232515,0.001176471,0.013779093,0.0,0.0,nov,,1.0,3.0,20.0,returning_visitor,FALSE,NAN
,423.1,0.0,0.0,16.0,982.6,0.0,0.005263158,0.0,,nov,3.0,2.0,2.0,20.0,NAN,TRUE,FALSE
3.0,103.8,0.0,0.0,4.0,,0.057142857,,0.0,0.0,AUG,3.0,2.0,6.0,1.0,returning_visitor,false,FALSE
15.0,104.6545455,1.0,148.0,,1029.170303,0.001724138,0.022131145,16.96712066,0.0,jul,2.0,2.0,,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,12.0,,0.0,0.018181818,0.0,,aug?,2.0,2.0,3.0,4.0,RETURNING_VISITOR,FALSE,FALSE
4.0,211.8,0.0,0.0,15.0,512.9,0.0,0.43188251950180384,0.0,0.0,NOV,1.0,1.0,3.0,2.0,new_visitor*,false,NAN
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,june,,2.0,1.0,4.0,nan,FALSE,false
0.0,0.0,0.0,0.0,49.0,1023.96,0.034693878,,0.0,0.0,aug,2.0,2.0,3.0,3.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,12.0,146.1333333,0.05,0.066666667,0.0,0.0,JUL,2.0,2.0,1.0,,RETURNING_VISITOR,FALSE,false%
7.0,54.84285714,7.0,475.2,20.0,393.4095238,,0.033928571,0.0,0.0,jul,2.0,2.0,1.0,4.0,returning_visitor$,FALSE,TRUE
0.0,0.0,0.0,0.0,16.0,129.5833333,,0.0875,,0.0,JUNE,3.0,2.0,1.0,13.0,returning_visitor,true,NAN
1.0,7.1,0.0,0.0,16.0,222.2333333,0.0,,0.0,0.0,JUNE,2.0,5.0,3.0,2.0,RETURNING_VISITOR,nan,false
11.0,265.4333333,2.0,35.7,158.0,2110.255093,0.003614458,0.009762498,0.0,0.0,AUG,3.0,2.0,,1.0,returning_visitor%,FALSE,false
23.17428988243371,38.2,0.0,0.0,24.0,1282.953333,0.034782609,0.049565217,0.0,0.0,nov,2.0,2.0,4.0,1.0,RETURNING_VISITOR#,TRUE,false
,0.0,1.0,11.0,54.0,1299.196667,0.003636364,0.022545455,0.0,0.0,sep,1.0,1.0,3.0,,RETURNING_VISITOR,true,nan&
1.0,197.4,0.0,0.0,83.0,1631.4,0.027380952,0.068650794,0.0,0.0,oct,2.0,2.0,3.0,13.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,0.0,16.0,340.65,0.060416667,0.063690476,0.0,0.0,SEP,3.0,2.0,,3.0,RETURNING_VISITOR,true,FALSE
0.0,0.0,0.0,0.0,,,0.0,,33.22292729,0.0,JUL,2.0,2.0,1.0,2.0,nan,FALSE,TRUE
0.0,0.0,0.0,0.0,4.0,39.95,,0.05,0.0,0.0,JUL,3.0,2.0,1.0,4.0,RETURNING_VISITOR,nan,false&
1.0,809.2796353305108,0.0,334.9380199062564,18.0,1045.3,0.0,0.026315789,0.0,0.0,SEP,2.0,2.0,2.0,1.0,RETURNING_VISITOR,false?,false
,107.04,3.0,53.2,114.0,5066.6611,0.006666667,0.016180556,0.0,0.0,NAN,3.0,,3.0,3.0,returning_visitor,true,FALSE
2.0,28.2,1.0,0.0,114.0,3161.074762,0.017699115,0.042576205,0.0,0.0,aug,,,2.0,1.0,RETURNING_VISITOR,FALSE,false
4.0,209.5,0.0,0.0,23.0,1780.7,0.0,0.011538462,0.0,0.0,NOV#,2.0,,3.0,2.0,NEW_VISITOR,false,NAN
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,NOV,2.0,4.0,1.0,2.0,returning_visitor&,FALSE,FALSE
3.0,,0.0,,16.0,431.9,0.010526316,0.033684211,0.0,0.0,JUL,2.0,2.0,7.0,13.0,returning_visitor,true,false?
4.0,115.7,0.0,0.0,,655.3833333,0.0,0.012037037,0.0,0.0,nov,1.0,1.0,,,RETURNING_VISITOR,nan,FALSE
3.0,41.2,1.0,99.8,2.0,10.0,0.0,,0.0,0.0,NOV,1.0,2.0,4.0,2.0,returning_visitor,FALSE,false*
,255.5166667,0.0,0.0,38.0,436.8583333,0.0,,0.0,0.0,NAN,2.0,2.0,7.0,5.0,returning_visitor,TRUE,false
8.0,108.7,0.0,0.0,85.0,,0.000888889,0.01426455,,,JUL,2.0,2.0,9.0,4.0,RETURNING_VISITOR,FALSE,FALSE
4.0,34.2,0.0,0.0,27.0,809.6933333,0.023214286,0.033826531,27.6509675,0.0,sep,,2.0,,13.0,nan%,TRUE,FALSE
0.0,0.0,0.0,0.0,37.0,456.15,,0.131891892,0.0,0.0,jul,3.0,2.0,1.0,3.0,RETURNING_VISITOR,nan,FALSE
3.0,39.2,0.0,0.0,12.0,209.0,0.0,,0.0,0.0,sep,2.0,5.0,6.0,2.0,RETURNING_VISITOR,FALSE,FALSE
4.0,,0.0,0.0,2.0,11.1,0.0,,0.0,0.0,OCT,1.0,1.0,8.0,5.0,NEW_VISITOR,true,FALSE
,44.01666667,0.0,0.0,4.0,162.5333333,0.0,,39.27673964,0.0,aug,,2.0,,2.0,returning_visitor,FALSE,nan
4.0,20.0,0.0,0.0,34.0,,0.0,,0.0,0.0,jul,2.0,4.0,1.0,,RETURNING_VISITOR,TRUE,false
8.0,809.2796353305108,4.0,225.3666667,42.0,539.227381,0.015510204,0.011281179,,0.0,JUL,1.0,1.0,1.0,4.0,RETURNING_VISITOR,false,nan*
3.0,,0.0,0.0,24.0,755.0,0.0,0.007407407,0.0,0.0,nan,2.0,5.0,7.0,2.0,new_visitor,TRUE,false
9.0,501.4833333,0.0,0.0,97.0,2293.490129,,0.02697054,2.209972688,0.0,aug,1.0,1.0,3.0,4.0,returning_visitor,FALSE,false
6.0,207.0928571,1.0,,35.0,2239.502857,0.010833333,0.024333333,0.0,0.0,nov,1.0,1.0,8.0,3.0,RETURNING_VISITOR,FALSE,NAN
1.0,14.2,0.0,0.0,22.0,839.568189,,0.000952381,60.58437066,0.0,nov,3.0,2.0,3.0,2.0,new_visitor%,true,TRUE
0.0,0.0,0.0,,27.0,1838.15,0.053205128,0.056282051,0.0,0.0,june,3.0,2.0,2.0,,RETURNING_VISITOR,nan,FALSE
10.0,2407.42381,3.0,434.3,,23050.10414,0.000323719,,,0.0,NAN,2.0,2.0,1.0,3.0,returning_visitor,FALSE,nan
,60.36666667,3.0,189.3,12.0,304.7,0.0,,2.848312236,0.0,JUNE,2.0,2.0,1.0,4.0,returning_visitor,FALSE,TRUE
6.0,78.51333333,1.0,63.4,110.0,1691.236147,0.003448276,0.019359924,19.18310758,0.0,AUG,2.0,,7.0,4.0,returning_visitor,NAN,false
1.0,6.0,0.0,0.0,,1177.506667,0.008333333,0.0375,0.0,0.0,OCT,2.0,2.0,3.0,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,316.79015521824886,6053.466667,,0.026197917,0.0,0.0,SEP,2.0,4.0,9.0,3.0,RETURNING_VISITOR,FALSE,FALSE
4.0,117.32,2.0,15.0,230.0,6978.613711,,0.036530714,0.0,0.0,jul,,2.0,6.0,1.0,RETURNING_VISITOR,true,FALSE#
,0.0,,0.0,1.0,11945.534323185837,0.2,0.2,0.0,0.0,sep,4.0,1.0,2.0,1.0,RETURNING_VISITOR,false,false
2.0,67.6,0.0,0.0,8.0,183.8,0.0,0.02,,0.0,nan*,,,1.0,5.0,new_visitor,NAN,FALSE
2.0,75.6,2.0,652.8,10.0,1143.666667,0.0,0.023333333,0.0,0.0,AUG,2.0,,,2.0,nan,FALSE,FALSE
0.0,0.0,0.0,334.9380199062564,19.0,753.3,0.0,0.002222222,0.0,0.0,aug,,4.0,1.0,4.0,NAN,FALSE,FALSE
1.0,,1.0,59.4,53.0,1844.65,0.022641509,0.049595687,0.0,0.0,JUNE#,4.0,2.0,1.0,3.0,RETURNING_VISITOR,FALSE,false
3.0,89.25,0.0,0.0,8.0,67.85,0.018181818,0.033333333,0.0,0.0,june,,2.0,8.0,1.0,RETURNING_VISITOR,false,NAN
0.0,,0.0,0.0,9.0,281.5,0.0,0.008333333,0.0,0.0,OCT,4.0,2.0,9.0,7.0,returning_visitor,false,FALSE
9.0,1104.2,0.0,0.0,36.0,1826.441667,0.007317073,0.012601626,0.0,0.0,OCT,1.0,1.0,3.0,2.0,returning_visitor,true,nan
1.0,56.4,,14.2,24.0,1183.826667,0.0,0.005128205,0.0,,jul,2.0,2.0,8.0,2.0,NEW_VISITOR,nan,FALSE
0.0,0.0,0.0,0.0,153.0,4565.930621,0.00130719,0.006432173,6.189215434,,aug,,,4.0,1.0,nan,NAN,TRUE
3.0,73.6,0.0,0.0,10.0,104.95,0.0,,0.0,0.0,oct,3.0,2.0,,2.0,RETURNING_VISITOR,TRUE,FALSE
3.0,,1.0,64.4,,358.4,0.0,0.015384615,0.0,0.0,OCT,2.0,2.0,1.0,,NEW_VISITOR,TRUE,false
0.0,0.0,0.0,0.0,3.0,50.4,0.0,0.066666667,,0.6039451114922814,jul,2.0,2.0,3.0,1.0,returning_visitor,FALSE,false
1.0,65.4,0.0,,55.0,1033.65,0.017857143,0.024404762,0.0,0.0,oct,3.0,2.0,1.0,1.0,NAN,false,FALSE
0.0,0.0,5.054105118515974,0.0,5.0,64.0,0.0,0.1,0.0,0.0,sep,2.0,2.0,6.0,2.0,returning_visitor,nan,FALSE
8.0,279.2666667,5.054105118515974,0.0,16.0,453.4,0.0,0.011403509,0.0,0.0,JUL,3.0,2.0,8.0,4.0,returning_visitor,NAN,FALSE
5.0,318.2666667,0.0,0.0,23.0,,0.017857143,,0.0,0.0,aug,2.0,2.0,5.0,1.0,returning_visitor,nan,FALSE%
0.0,0.0,0.0,,42.0,2385.666667,0.003333333,0.035833333,59.85699127493774,0.0,JUL@,2.0,5.0,7.0,40.82853953807848,RETURNING_VISITOR,false,FALSE
,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,nov,1.0,1.0,6.0,6.0,returning_visitor,FALSE@,false
12.0,217.6491228,,1009.733333,38.0,1639.069361,0.02173913,0.031621722,5.287005762,0.0,SEP,3.0,2.0,6.0,1.0,returning_visitor,nan,false
,317.9142857,4.0,216.5666667,35.0,910.0809524,0.0,0.01,40.78047078,0.0,SEP,2.0,4.0,3.0,,NEW_VISITOR,false@,false
4.0,30.3,0.0,,7.0,493.4,0.0,0.016666667,0.0,0.0,oct,2.0,5.0,1.0,2.0,NEW_VISITOR,nan,NAN
0.0,0.0,,,34.0,538.48,,0.005882353,5.860439769,0.0,sep,2.0,2.0,7.0,2.0,RETURNING_VISITOR,FALSE@,true
8.0,289.0,0.0,0.0,139.0,5107.034928,0.01544437,0.044005026,,0.0,AUG,,,2.0,1.0,NAN,false,false
0.0,0.0,0.0,,4.0,34.2,0.05,0.1,0.0,0.0,OCT,2.0,2.0,1.0,5.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,,788.5,0.0,0.025,0.0,0.0,NOV,21.26179447589638,6.0,3.0,,RETURNING_VISITOR,FALSE,FALSE
3.0,33.46666667,0.0,0.0,113.0,1576.252222,0.003508772,0.009314954,40.08238165,0.0,june,2.0,2.0,7.0,3.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,0.0,12.0,223.8,0.027777778,0.017777778,0.0,0.0,jul,,1.0,2.0,4.0,RETURNING_VISITOR,true,FALSE
3.0,50.37333333,4.0,63.1,91.0,3827.498846,0.057801418,0.072399527,0.0,0.0,SEP,3.0,2.0,,13.0,returning_visitor,FALSE,nan
,50.93333333,,0.0,67.0,860.021746,0.0,0.002083333,0.0,0.0,SEP,2.0,4.0,1.0,5.0,NEW_VISITOR!,FALSE,FALSE
4.0,45.8,2.0,43.2,30.0,1021.838095,0.0,,,0.0,NOV,2.0,2.0,4.0,,new_visitor,false,FALSE
0.0,0.0,0.0,0.0,5.0,150.8,0.0,,0.0,0.0,aug,1.0,1.0,1.0,2.0,returning_visitor#,false,FALSE*
,0.0,1.0,66.4,14.0,668.3166667,0.014285714,0.028571429,44.89345937,0.0,oct,,2.0,1.0,20.0,RETURNING_VISITOR,true,NAN
,397.2644444,1.0,246.8,23.0,672.2644444,0.032051282,0.046153846,0.0,0.0,oct,3.0,2.0,4.0,1.0,RETURNING_VISITOR,FALSE,false?
7.0,105.4666667,0.0,,44.0,,0.0,0.004166667,37.92414395,0.0,aug,2.0,2.0,6.0,2.0,NEW_VISITOR,FALSE,true
9.0,306.46,0.0,0.0,40.0,550.7095238,0.0,0.00952381,,0.0,SEP,21.26179447589638,2.0,1.0,2.0,RETURNING_VISITOR@,false,FALSE
3.0,67.86666667,2.0,12.0,16.0,393.0,0.0,0.015,0.0,0.0,SEP,2.0,10.0,1.0,5.0,NEW_VISITOR,false,FALSE*
5.0,140.6,,0.0,81.0,2408.312828,0.002554278,0.007459475,23.07581495,0.0,OCT,2.0,4.0,1.0,2.0,NAN,false,true#
5.0,,0.0,0.0,3.0,20.6,0.0,0.033333333,0.0,0.0,AUG,2.0,5.0,5.0,2.0,new_visitor,NAN,false
0.0,0.0,,0.0,101.0,2611.747653,0.004356436,0.029287373,0.0,0.0,oct,2.0,2.0,,1.0,returning_visitor,false,FALSE
0.0,0.0,0.0,0.0,27.0,458.2560317,0.007407407,0.022222222,38.12368584,0.0,june,1.0,1.0,2.0,2.0,returning_visitor,false,TRUE
23.17428988243371,96.8,0.0,0.0,29.0,2041.626667,,0.047324629,0.0,0.0,sep,2.0,2.0,3.0,1.0,RETURNING_VISITOR,false!,NAN&
9.0,779.0,0.0,0.0,15.0,1386.35,0.016666667,0.02747619,6.344631767,0.0,aug,1.0,2.0,1.0,4.0,RETURNING_VISITOR,FALSE,NAN
7.0,778.4,,0.0,,827.5333333,0.0,0.018181818,0.0,0.0,NAN,1.0,,6.0,2.0,RETURNING_VISITOR,false,FALSE
2.0,28.05714286,0.0,0.0,73.0,2260.857143,0.002666667,0.018933333,0.0,,JUNE,2.0,2.0,7.0,40.82853953807848,NAN,TRUE@,false
0.0,0.0,0.0,0.0,,158.3666667,0.0,0.0,,0.0,jul,2.0,2.0,1.0,1.0,returning_visitor,FALSE,TRUE
2.0,76.6,0.0,0.0,33.0,1932.716667,0.0,0.025196078,0.0,0.0,AUG,2.0,2.0,4.0,13.0,returning_visitor,nan,FALSE
2.0,134.0,0.0,0.0,,284.1,0.0,0.011764706,0.0,,NOV,2.0,4.0,8.0,2.0,nan,FALSE,FALSE
1.0,18.2,0.0,0.0,316.79015521824886,2007.206667,0.003448276,0.027298851,0.0,0.0,jul,4.0,2.0,8.0,1.0,RETURNING_VISITOR,FALSE,false
5.0,368.4,0.0,0.0,14.0,481.9666667,0.010526316,0.031578947,0.0,0.0,sep,21.26179447589638,1.0,,2.0,returning_visitor,false,false
7.0,54.33333333,5.054105118515974,0.0,9.0,619.5333333,0.0,0.025,0.0,0.0,oct,4.0,5.0,3.0,11.0,returning_visitor,FALSE,false
5.0,87.8,0.0,0.0,38.0,842.4235931,0.0,,52.28594057,0.0,OCT,1.0,,1.0,2.0,returning_visitor,NAN,TRUE
7.0,58.6,0.0,0.0,20.0,585.8833333,0.017391304,0.044637681,0.0,0.6039451114922814,jul,1.0,1.0,1.0,4.0,returning_visitor,true,FALSE
0.0,0.0,0.0,0.0,12.0,599.6133333,0.0,0.020833333,0.0,0.0,NOV,2.0,,4.0,20.0,returning_visitor,TRUE,NAN
2.0,190.4,,274.0,39.0,1321.853333,0.00952381,0.018253968,0.0,0.0,AUG,2.0,2.0,8.0,4.0,returning_visitor,false,FALSE
0.0,809.2796353305108,,0.0,5.0,60.9,0.04,0.43188251950180384,0.0,0.0,AUG,1.0,,1.0,3.0,returning_visitor,false,nan
0.0,0.0,0.0,0.0,8.0,321.2333333,0.0,0.0125,0.0,0.0,JUL%,3.0,5.0,1.0,1.0,returning_visitor,FALSE%,nan
2.0,213.6,4.0,334.9380199062564,19.0,989.3333333,0.2235466588197425,0.0375,0.0,0.0,JUNE,1.0,1.0,,,returning_visitor,true,false
14.0,293.6333333,3.0,11.5,182.0,3539.944615,0.010209424,0.033524993,0.702086761,,aug,2.0,5.0,1.0,1.0,NAN,false,FALSE
2.0,7.0,0.0,0.0,15.0,533.11,0.011111111,0.43188251950180384,4.307627247,,nov,2.0,2.0,1.0,3.0,RETURNING_VISITOR,FALSE,false
1.0,22.2,0.0,,16.0,694.4549784,0.0,,54.91911804,0.0,SEP,2.0,2.0,7.0,2.0,new_visitor,NAN,nan
0.0,0.0,0.0,0.0,4.0,11945.534323185837,,0.43188251950180384,0.0,,june%,2.0,23.63535059146237,,40.82853953807848,RETURNING_VISITOR@,FALSE,false
0.0,0.0,0.0,0.0,16.0,709.4,0.1125,0.145833333,,0.0,aug,,2.0,9.0,1.0,returning_visitor,false,false
8.0,126.0,1.0,13.4,13.0,217.7166667,0.033333333,0.062,0.0,0.0,OCT&,2.0,2.0,1.0,13.0,returning_visitor,false,FALSE
,54.93333333,0.0,,35.0,1126.666667,0.0,0.005952381,,0.0,JUL,2.0,2.0,7.0,2.0,RETURNING_VISITOR,NAN,FALSE
0.0,0.0,0.0,0.0,6.0,1054.3,0.066666667,0.1,,0.0,jul?,2.0,12.0,6.0,,RETURNING_VISITOR,FALSE,false
1.0,27.2,0.0,0.0,21.0,1003.658333,0.010526316,0.019064327,0.0,0.0,oct,,2.0,,20.0,RETURNING_VISITOR,FALSE,FALSE
6.0,322.35,0.0,0.0,33.0,1845.394615,0.0,,,0.0,jul*,2.0,2.0,1.0,1.0,RETURNING_VISITOR?,false,true&
1.0,52.4,0.0,0.0,13.0,447.2,0.0,0.007692308,42.30391708,0.0,AUG,1.0,1.0,1.0,20.0,returning_visitor,TRUE,nan%
,96.18666667,1.0,35.2,63.0,1345.136667,0.029166667,0.053287037,2.10185027,0.0,JUL,2.0,2.0,9.0,13.0,RETURNING_VISITOR,false,false
16.0,254.253245,3.0,223.15,221.0,6606.726779,0.005533063,0.016561375,4.083948025,0.0,nan,4.0,1.0,4.0,1.0,RETURNING_VISITOR,nan,true
,169.2,0.0,334.9380199062564,14.0,,0.0,0.011111111,34.75023292,0.0,JUL,2.0,2.0,1.0,2.0,nan,TRUE,true
,86.95,6.0,173.2,17.0,481.31,0.0,,27.69500776,0.0,nov,2.0,2.0,,20.0,NEW_VISITOR,FALSE,nan
5.0,49.8,0.0,0.0,32.0,,0.01875,0.0390625,0.0,0.0,aug@,2.0,2.0,1.0,13.0,RETURNING_VISITOR,false,NAN
2.0,15.0,0.0,,11.0,223.4666667,0.0,0.028571429,0.0,0.0,SEP,2.0,2.0,3.0,6.0,nan,TRUE,TRUE
,0.0,1.0,0.0,17.0,982.757619,0.0125,0.035416667,,0.0,SEP,2.0,,2.0,1.0,RETURNING_VISITOR,FALSE,FALSE
2.0,298.2,0.0,0.0,,1850.116667,0.004081633,0.004421769,7.56292207,0.0,nov,1.0,1.0,2.0,2.0,RETURNING_VISITOR,NAN,true
4.0,275.1,,334.9380199062564,229.0,6984.611525,0.017126437,0.021755245,,0.0,aug,3.0,2.0,8.0,13.0,returning_visitor,false,FALSE!
,29.2,1.0,322.4,10.0,11945.534323185837,0.014285714,0.036904762,,0.0,SEP,2.0,2.0,1.0,,returning_visitor,FALSE,true
2.0,,0.0,334.9380199062564,3.0,66.4,0.0,0.04,0.0,0.0,OCT,1.0,1.0,4.0,,RETURNING_VISITOR!,true#,false@
2.0,46.4,,0.0,30.0,2559.433333,0.027586207,0.064367816,0.0,0.0,SEP,3.0,2.0,6.0,1.0,returning_visitor,TRUE,false
5.0,118.9,4.0,380.7,4.0,188.4,0.0,0.006666667,0.0,,OCT&,4.0,2.0,1.0,4.0,RETURNING_VISITOR,FALSE,FALSE
11.0,169.8833333,2.0,160.4,25.0,489.15,0.0125,0.0171875,0.0,0.0,AUG,3.0,2.0,3.0,5.0,RETURNING_VISITOR,TRUE,false
1.0,0.0,0.0,0.0,10.0,645.2,0.03,0.05,,0.0,JUL,,2.0,4.0,1.0,returning_visitor!,false,NAN
1.0,12.0,0.0,0.0,4.0,63.4,0.0,0.04,0.0,0.0,oct,1.0,23.63535059146237,6.0,20.0,NEW_VISITOR,FALSE,false
1.0,21.2,0.0,0.0,0.0,0.0,0.05,,0.0,0.0,OCT,,1.0,1.0,5.0,returning_visitor,FALSE,false
,26.2,0.0,0.0,13.0,245.1666667,0.0,0.0,58.9241766,0.0,AUG,2.0,5.0,3.0,4.0,NEW_VISITOR,FALSE*,TRUE
4.0,206.0666667,0.0,0.0,9.0,113.4333333,,0.018181818,0.0,0.0,OCT,2.0,2.0,1.0,6.0,returning_visitor,FALSE,FALSE
1.0,3.0,0.0,0.0,,342.0,0.024,0.048,0.0,0.0,OCT,2.0,2.0,1.0,1.0,returning_visitor,FALSE,FALSE
,0.0,0.0,0.0,1.0,0.0,,0.2,0.0,0.0,nov,2.0,2.0,1.0,,RETURNING_VISITOR,FALSE,false#
,264.9,5.054105118515974,14.8,24.0,718.9566667,0.0,0.003448276,59.85699127493774,0.0,OCT,3.0,2.0,1.0,4.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,113.0,1341.632619,0.004804805,0.011846847,0.0,0.0,jul,2.0,2.0,,13.0,NAN,FALSE,FALSE
0.0,0.0,0.0,,22.0,641.5166667,0.00952381,0.00952381,34.5222117,0.0,oct,,1.0,1.0,,RETURNING_VISITOR,false,false
0.0,,0.0,0.0,17.0,477.7166667,0.0,0.0,0.0,0.0,sep,2.0,2.0,6.0,,new_visitor,true,FALSE
1.0,29.2,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,nan*,1.0,1.0,,4.0,RETURNING_VISITOR%,false,NAN
,101.0833333,0.0,0.0,26.0,349.1166667,0.006060606,0.023484848,39.41924911,0.0,aug,2.0,4.0,3.0,,returning_visitor,false,nan
0.0,0.0,0.0,0.0,4.0,166.9,0.0,0.0,0.0,0.0,aug,3.0,,4.0,4.0,new_visitor,NAN,false
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,oct,3.0,,2.0,,NAN,TRUE,false
1.0,39.2,0.0,,26.0,1210.917778,0.014814815,0.014814815,,0.0,nan,4.0,2.0,1.0,1.0,RETURNING_VISITOR,false,TRUE
,333.54,0.0,0.0,12.0,,0.0,0.0125,19.63031016,0.0,NOV!,2.0,4.0,5.0,2.0,NEW_VISITOR,FALSE,TRUE
12.0,569.825,0.0,0.0,127.0,6065.016218,0.006716418,0.009265038,0.152167439,0.0,AUG*,1.0,1.0,2.0,4.0,RETURNING_VISITOR,nan,TRUE%
4.0,48.8,0.0,0.0,11.0,,0.015384615,0.054395604,0.0,0.0,oct,3.0,2.0,1.0,4.0,RETURNING_VISITOR,TRUE,false
15.0,304.5833333,0.0,0.0,33.0,761.2233333,0.007619048,0.020793651,,0.0,oct,3.0,2.0,31.566440765205456,3.0,RETURNING_VISITOR,TRUE,false&
1.0,18.2,0.0,0.0,17.0,,0.0,0.003703704,0.0,0.0,NOV,2.0,10.0,,2.0,returning_visitor,FALSE,FALSE$
,0.0,0.0,0.0,2.0,34.2,0.0,0.1,0.0,,SEP,21.26179447589638,2.0,1.0,2.0,RETURNING_VISITOR,false,FALSE
2.0,28.2,0.0,0.0,7.0,212.5,0.0,0.007407407,94.01683315,0.0,nan,2.0,2.0,3.0,2.0,NEW_VISITOR,TRUE,TRUE
2.0,82.6,6.0,316.0,34.0,1446.733333,0.0,,0.0,0.0,OCT,4.0,1.0,4.0,2.0,NEW_VISITOR,TRUE,FALSE
5.0,39.8,2.0,239.8,216.0,14577.08498,,0.013368848,0.888485964,0.0,AUG&,,2.0,3.0,13.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,3.0,35.4,0.0,0.066666667,,0.0,NAN,1.0,1.0,1.0,1.0,returning_visitor,FALSE,FALSE
1.0,0.0,0.0,0.0,3.0,178.5,0.0,0.066666667,8.04958574,0.0,SEP,2.0,6.0,2.0,1.0,RETURNING_VISITOR,FALSE,false
,81.4,0.0,,18.0,240.3,0.0,0.030434783,0.0,0.0,AUG,2.0,2.0,1.0,6.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,1.0,,45.0,1165.84,0.0,0.034042553,,,nan,,2.0,5.0,1.0,RETURNING_VISITOR,FALSE,NAN
0.0,0.0,0.0,0.0,10.0,421.6,0.0,0.011111111,0.0,0.0,nov!,,1.0,1.0,4.0,RETURNING_VISITOR,NAN,FALSE
3.0,48.4,0.0,0.0,137.0,3004.628109,0.002380952,0.011750149,0.0,,OCT%,2.0,4.0,9.0,2.0,RETURNING_VISITOR,false,NAN?
1.0,11.1,0.0,0.0,48.0,830.3142529,0.004347826,0.017619048,0.0,0.0,nan,1.0,1.0,1.0,3.0,RETURNING_VISITOR,false,FALSE
2.0,53.85,0.0,,2.0,161.2,0.0,,0.0,0.0,AUG,,4.0,3.0,1.0,RETURNING_VISITOR#,FALSE,FALSE
0.0,0.0,0.0,0.0,14.0,598.4333333,0.014285714,0.035714286,0.0,0.0,jul,2.0,,9.0,3.0,RETURNING_VISITOR,false,FALSE
8.0,89.9,3.0,20.0,84.0,1854.915556,0.004210526,,3.170426459,0.0,JUL,2.0,2.0,7.0,,returning_visitor,nan,nan
2.0,23.2,,,5.0,59.4,0.0,,32.73373471,0.0,NOV,,4.0,4.0,5.0,NEW_VISITOR,false,false
,29.2,0.0,,0.0,0.0,,0.066666667,0.0,0.0,NOV,1.0,1.0,,2.0,returning_visitor,true,nan
0.0,0.0,0.0,0.0,3.0,27.2,0.133333333,,0.0,0.0,NAN,3.0,2.0,4.0,1.0,RETURNING_VISITOR,FALSE,FALSE
2.0,27.46666667,3.0,245.8,28.0,524.06,0.02,0.054666667,20.42600013,0.0,oct,2.0,2.0,7.0,1.0,RETURNING_VISITOR,NAN,true
5.0,419.0,0.0,0.0,14.0,362.1029825,0.022916667,0.43188251950180384,,0.0,JUL,3.0,2.0,3.0,2.0,returning_visitor,TRUE,nan
0.0,809.2796353305108,0.0,0.0,,422.1333333,0.071428571,0.103333333,0.0,,jul$,3.0,2.0,31.566440765205456,3.0,RETURNING_VISITOR,TRUE,FALSE
2.0,61.48,0.0,0.0,40.0,797.0033333,0.0,0.012539087,10.20777685,0.0,oct,2.0,2.0,3.0,2.0,RETURNING_VISITOR,false,false
6.0,,2.0,153.0,139.0,5286.587577,0.002959159,0.018209889,59.85699127493774,0.0,NAN,1.0,1.0,1.0,3.0,returning_visitor,FALSE!,FALSE
9.0,178.52,3.0,183.2666667,316.79015521824886,205.8566667,0.0,0.035555556,0.0,0.0,JUL,2.0,2.0,1.0,2.0,NEW_VISITOR,nan,false
2.0,175.2,0.0,0.0,60.0,1635.466667,,0.014754098,0.0,0.0,nov,2.0,5.0,7.0,3.0,returning_visitor,nan,false
4.0,228.72,0.0,0.0,,154.9,0.0,0.008333333,59.85699127493774,0.0,OCT,1.0,8.0,1.0,11.0,NEW_VISITOR,false,false
,80.6,0.0,,37.0,936.4166667,0.0,0.005128205,59.85699127493774,0.0,jul&,1.0,1.0,4.0,2.0,returning_visitor,TRUE,FALSE
8.0,146.5333333,0.0,0.0,107.0,3739.635556,0.0,0.009316239,2.551140814,0.6039451114922814,oct,,2.0,3.0,2.0,returning_visitor,FALSE,false
,0.0,1.0,297.2,8.0,320.2666667,0.0,0.044444444,17.79528223,0.0,oct,,2.0,1.0,20.0,RETURNING_VISITOR,false,TRUE@
