age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,column_name
40,technician,single,SECONDARY,no,2244,no,yes,cellular,20,aug,58,2,-1,0,unknown,no,
50,admin.,married,SECONDARY,no,242,yes,no,CELLULAR,20,aug,69,4,-1,0,unknown,no,
46,SEVRICES,married,secondary,yes,130,on,no,CELLULRA,20,aug,95,2,-1,0,UNKNOWN,no,
55,ADMIN.,married,SECODNARY,no,51,no,no,CELLULAR,20,aug,94,2,-1,0,unknown,no,
60,ADMIN.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes,
30,management,married,TERTIARY,no,294,no,no,CELLULAR,20,aug,605,4,-1,0,unknown,no,
35,MANAGEMENT,married,tertiary,no,24,yes,on,cellular,20,agu,174,2,-1,0,UNKNOWN,no,
35,etchnician,single,SECONDARY,no,0,no,no,CELLULAR,20,aug,111,2,-1,0,unknown,no,
36,TECHNICIAN,married,TERTIARY,no,0,no,no,CELLULAR,20,aug,245,1,-1,0,unknown,no,
47,services,married,secnodary,no,439,yes,on,CELLULAR,20,aug,156,12,-1,0,unknown,no,
37,management,married,TERTIARY,no,16,no,no,CELLULAR,20,aug,280,1,-1,0,UNKNOWN,no,
46,management,married,TERTIARY,no,110,yes,yes,cellular,20,aug,243,5,-1,0,UNKNOWN,no,
32,MANAGEMENT,married,TERITARY,no,7743,no,no,cellular,20,aug,358,3,-1,0,UNKNOWN,no,
48,mnaagement,single,secondary,no,-18,yes,no,clelular,20,aug,430,4,-1,0,UNKNOWN,no,
30,technician,divorced,secondary,no,2403,no,no,CELLULAR,20,aug,132,2,-1,0,unknown,no,
49,management,married,TERTIARY,no,1912,yes,no,cellular,20,aug,380,4,-1,0,unknown,no,
39,TECHNICIAN,marride,secondary,no,0,no,no,cellular,20,aug,327,3,-1,0,unknown,no,
33,TECHNICIAN,single,SECONDARY,no,163,yes,no,cellular,20,aug,627,2,-1,0,UNKNOWN,yes,
47,SERVICES,married,secondary,no,665,yes,no,cellular,20,aug,251,3,-1,0,unknown,no,
44,MANAGEMNET,married,etrtiary,no,5004,no,no,cellular,20,aug,175,2,-1,0,UNKNOWN,no,
46,BLUE-COLLAR,married,secondary,no,3547,no,on,CELLULAR,20,aug,395,6,-1,0,UNKNOWN,no,
36,technician,married,SECONDARY,no,196,yes,no,CELLULAR,20,aug,687,2,-1,0,unknown,no,
43,TECHNICIAN,married,SECONDARY,no,481,no,no,cellular,20,aug,196,2,-1,0,unknown,no,
30,TECHNICIAN,sinlge,SECONDARY,on,790,no,no,cellular,20,aug,696,3,-1,0,UNKNOWN,no,
37,MANAGEMENT,single,tertiary,no,198,on,no,CELLULAR,20,aug,304,5,-1,0,unknown,no,
33,management,divorced,sceondary,no,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no,
31,technician,single,secondary,no,159,no,no,cellular,20,aug,129,1,-1,0,unknown,no,
41,HOUSEMAID,married,SECONDARY,no,304,on,no,cellular,20,aug,132,1,-1,0,unknown,no,
33,MANAGEMENT,single,tertiary,no,0,no,no,cellular,20,aug,291,1,-1,0,unknown,no,
47,SERVICES,married,secondary,no,1717,no,no,cellulra,20,uag,216,9,-1,0,UNKNOWN,no,
47,TECHNICIAN,married,secondary,no,52,no,no,CELLULAR,20,aug,881,4,-1,0,unknown,no,
49,ADMI.N,married,SECONDARY,no,2465,no,no,CELLULAR,20,aug,157,3,-1,0,unknown,no,
32,TECHNICIAN,single,SECONDARY,no,0,no,no,cellular,20,aug,92,4,-1,0,NUKNOWN,no,
32,management,married,secondary,no,375,no,no,cellular,20,aug,135,3,-1,0,unknown,no,
57,housemiad,married,primary,no,0,no,no,CELLULAR,20,aug,252,3,-1,0,UNKNOWN,no,
48,blue-collar,married,SECONDARY,no,1143,yes,no,CELLULAR,20,aug,93,3,-1,0,unknown,no,
54,unknown,married,unknown,no,390,no,on,cellular,20,aug,68,5,-1,0,UNKNOWN,no,
44,HOUSEMAID,married,rpimary,no,0,no,no,CELLULAR,20,aug,174,5,-1,0,UNKNOWN,no,
39,MANAGEMENT,married,tertiary,no,208,no,no,cellular,20,aug,170,4,-1,0,unknown,no,
44,MANAGEMENT,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no,
44,management,married,tertiary,on,0,yes,no,cellular,20,aug,141,3,-1,0,UNKNOWN,no,
35,ENTREPRENEUR,divorced,secondary,no,80,no,no,CELLULRA,20,aug,67,5,-1,0,unknown,no,
51,MNAAGEMENT,married,TERTIARY,no,7631,on,no,CELLULAR,20,aug,896,8,-1,0,UNKNOWN,no,
37,TECHNICIAN,marride,tertiary,no,247,no,no,ECLLULAR,20,aug,625,6,-1,0,UNKNOWN,yes,
31,MANAGEMENT,single,tertiary,no,2085,yes,no,CELLULAR,20,aug,147,4,-1,0,UNKNOWN,no,
59,RETIRED,married,primary,no,2568,no,no,ecllular,20,aug,63,5,-1,0,UNKNOWN,no,
52,blue-collar,amrried,primary,no,584,yes,no,cellular,20,aug,76,18,-1,0,UNKNOWN,no,
38,TECHNICIAN,single,tertiary,no,221,no,no,CELLULAR,20,aug,79,3,-1,0,unknown,no,
40,management,married,TERTIARY,no,526,yes,no,CELLULAR,20,aug,113,4,-1,0,unknown,no,
42,HOUSEMAID,married,PRIMARY,no,2328,no,no,cellular,20,agu,133,2,-1,0,UNKNOWN,no,
32,technician,single,SECONDAYR,no,432,no,no,cellular,20,aug,559,3,-1,0,unknown,no,
54,SELF-EMPLOYED,amrried,TERTIARY,no,0,yes,no,cellular,20,aug,83,5,-1,0,UNNKOWN,no,
32,MANAGEMENT,married,tertiary,no,396,yes,no,cellular,20,aug,319,3,-1,0,unknown,no,
33,managmeent,single,tertiary,no,12,no,no,cellular,20,aug,471,5,-1,0,unknown,no,
41,TECHNICIAN,married,secondary,no,0,no,no,CELLULAR,20,aug,113,3,-1,0,unknown,no,
38,MANAGEMENT,married,TERTIARY,no,1555,no,no,CELLULAR,20,aug,66,5,-1,0,unknown,no,
40,management,married,tertiary,no,2014,no,no,cellular,20,aug,209,5,-1,0,NUKNOWN,no,
33,management,single,TERTIARY,no,23,no,no,CELLULAR,20,aug,216,3,-1,0,unknown,no,
45,admin.,married,SECONDARY,no,236,on,no,CELLULAR,20,uag,703,2,-1,0,unknown,yes,
34,TECHNICIAN,single,TERTIARY,no,19,no,no,cellular,20,aug,345,3,-1,0,UNKNOWN,no,
43,TECHNICIAN,divorced,TERTIARY,no,1088,no,on,cellular,20,aug,341,3,-1,0,nuknown,no,
31,technician,married,TERTIARY,no,79,yse,on,cellular,20,aug,78,12,-1,0,UNKNOWN,no,
56,BLUE-COLLAR,married,secondary,no,385,no,no,CELLULAR,20,aug,210,3,-1,0,unknown,no,
33,management,single,tertiary,no,215,no,no,TELEPHONE,20,aug,41,9,-1,0,unknown,no,
40,MANAGEMENT,married,TERTIARY,no,324,no,no,cellular,20,aug,208,2,-1,0,unnkown,no,
33,TECHNICIAN,divorced,SECONDARY,no,558,yes,no,CELLULAR,20,aug,109,3,-1,0,UNKNOWN,no,
40,technician,single,SECONDARY,no,34,no,no,CELULLAR,20,aug,66,3,-1,0,UNKNONW,no,
53,management,divorced,tertiary,no,913,no,no,CELLULAR,20,agu,173,3,-1,0,UNKNOWN,no,
34,management,married,tertiary,on,651,no,no,cellular,20,aug,160,4,-1,0,UNKNOWN,no,
31,STUDENT,single,tertiary,no,744,no,no,cellular,20,aug,124,3,-1,0,unknown,no,
31,technicina,single,SECONDARY,no,36,no,no,CELLULAR,20,aug,99,3,-1,0,unknown,no,
46,BLUE-COLLAR,married,secondary,on,123,no,no,CELLULAR,20,aug,381,3,-1,0,UNKNOWN,no,
31,technician,married,SECONDARY,no,-305,no,yes,cellular,20,aug,83,3,-1,0,UNKNOWN,no,
50,blue-collar,marired,PRIMARY,no,8000,yes,no,cellular,20,aug,221,10,-1,0,unknown,no,
59,ENTREPRENEUR,married,TERTIARY,no,-23,no,yes,CELLULAR,20,aug,195,7,-1,0,UNKNOWN,no,
33,management,single,tertiary,on,20794,no,no,cellular,20,aug,226,5,-1,0,UNKNONW,no,
35,MANAGEMENT,married,TERTIARY,no,47,no,yes,CELLULAR,20,aug,44,9,-1,0,unknown,no,
34,TECHNIICAN,single,secondary,no,10890,no,on,CELLULAR,20,aug,46,14,-1,0,unknown,no,
49,MANAGEMENT,married,SECONDARY,no,601,no,on,cellular,20,aug,278,6,-1,0,unknown,no,
55,technician,divorced,secondary,no,35,yes,no,CELLULAR,20,aug,126,4,-1,0,UNKNOWN,no,
57,MANAGEMENT,married,TERTIARY,no,3250,no,no,CELLULAR,20,aug,162,3,-1,0,unknown,no,
37,MANAGEMENT,single,tertiary,no,0,no,no,cellular,20,aug,225,5,-1,0,unknown,no,
31,management,married,TERTIARY,no,1170,no,no,cellular,20,aug,200,4,-1,0,unknown,no,
33,management,married,tertiary,on,0,no,no,cellular,20,aug,85,5,-1,0,unknown,no,
48,MNAAGEMENT,married,teritary,no,1567,yes,no,CELLULAR,20,aug,77,3,-1,0,unknown,no,
46,management,married,tertiayr,no,0,no,no,CELLULAR,20,aug,96,3,-1,0,UNKNOWN,no,
51,houesmaid,married,primary,on,3486,no,no,CELLULAR,20,aug,135,11,-1,0,UNKNOWN,no,
32,TECHNICIAN,single,tertiary,no,35,no,no,cellular,20,aug,96,8,-1,0,UNKNOWN,no,
40,TECHNICIAN,married,secondary,yse,-432,yes,yes,cellular,20,uag,1464,3,-1,0,UNKNOWN,no,
54,HOUSEMAID,married,unknown,no,909,no,no,cellular,20,agu,111,3,-1,0,UNKNOWN,no,
38,technician,married,secondary,on,63,no,no,cellluar,20,aug,320,4,-1,0,unknown,no,
30,management,single,tertiary,no,30,no,no,cellular,21,aug,220,5,-1,0,UNKNOWN,no,
43,TECHNIICAN,married,secondary,no,253,no,no,CELLULAR,21,aug,111,5,-1,0,UNKNOWN,no,
42,MANAGEMENT,married,TERTIARY,no,99,no,no,CELLULAR,21,aug,92,4,-1,0,UNKNOWN,no,
59,RETIRED,married,PRIMARY,no,56,no,no,CELLULAR,21,aug,432,5,-1,0,unknown,no,
41,MANAGEMENT,married,tertiary,no,185,no,on,cellular,21,aug,286,12,-1,0,unknown,no,
47,TECNHICIAN,married,SECONDARY,no,644,no,no,TELEPHONE,21,aug,169,13,-1,0,nuknown,no,
54,management,divorced,tertiary,no,205,no,no,cellular,21,aug,182,6,-1,0,UNKNOWN,no,
52,blue-collar,married,primary,on,990,no,no,CELLULAR,21,aug,96,2,-1,0,unknown,no,
34,HOUSEMAID,married,secondary,yes,0,no,no,cellular,21,aug,398,2,-1,0,UNKNOWN,no,
34,TECHNICIAN,single,SECONADRY,no,0,no,no,CELLUALR,21,aug,163,2,-1,0,unknown,no,
40,mnaagement,married,TERTIARY,no,185,no,no,cellular,21,aug,310,2,-1,0,UNKNOWN,no,
47,management,marride,tertiary,no,1224,no,no,CELLULAR,21,aug,189,2,-1,0,unknown,no,
38,TECHNICIAN,single,SECONDARY,no,0,no,no,CELLULRA,21,uag,66,2,-1,0,unknown,no,
36,TECHNICIAN,single,SECONDARY,no,310,no,no,CELLULAR,21,aug,115,2,-1,0,UNKNOWN,no,
35,management,married,tertiary,no,109,no,yes,cellular,21,aug,257,2,-1,0,UNKNOWN,no,
36,management,married,tertiary,no,35,no,no,CELLLUAR,21,aug,246,4,-1,0,unknown,no,
36,MANAGEMENT,single,TETRIARY,no,1246,no,no,cellular,21,aug,63,2,-1,0,unknown,no,
40,technician,single,secondary,no,572,no,no,cellular,21,uag,971,2,-1,0,unknown,no,
30,technician,single,tertiary,no,196,no,no,cellular,21,aug,210,2,-1,0,UNKNOWN,no,
51,management,married,TERTIARY,no,-3,on,no,CELLULAR,21,aug,79,2,-1,0,UNKNOWN,no,
38,technician,married,SECONDARY,no,13,no,no,CELLULAR,21,aug,311,2,-1,0,unknown,no,
40,management,married,TERTIARY,no,52527,on,no,cellular,21,aug,140,11,-1,0,UNKNOWN,no,
42,TECHNICIAN,married,SEOCNDARY,no,5,no,no,cellular,21,aug,98,2,-1,0,UNKNOWN,no,
31,MANAGEMENT,single,tertiary,on,0,no,no,CELLULAR,21,aug,218,2,-1,0,unknown,no,
33,technician,single,ETRTIARY,no,213,no,on,cellular,21,aug,152,2,-1,0,unknown,no,
33,MANAGEMENT,married,tertiary,no,0,no,no,cellular,21,aug,102,2,-1,0,UNKNOWN,no,
33,TECHNICINA,single,TERTIARY,no,1805,no,no,CELLULAR,21,aug,211,4,-1,0,unknown,no,
32,SELF-EMPLOYED,married,SECONDARY,yes,9,no,no,cellular,21,uag,331,2,-1,0,unkonwn,no,
36,UNKNOWN,marride,PIRMARY,no,0,no,no,CELLULAR,21,aug,238,2,-1,0,unknown,no,
53,blue-collra,married,unknown,no,0,no,no,CELLLUAR,21,aug,150,2,-1,0,unknown,no,
53,BLU-ECOLLAR,married,secondary,on,-31,no,no,cellluar,21,aug,82,8,-1,0,UNKNOWN,no,
58,RETIRED,married,PRIMARY,no,358,no,no,cellular,21,aug,396,2,-1,0,UNKNOWN,no,
30,TECHNICIAN,married,TERTIARY,no,0,no,no,cellular,21,agu,351,6,-1,0,UNKNOWN,no,
33,management,married,TERTIARY,no,51,yes,on,cellular,21,aug,273,2,-1,0,unknown,no,
31,technician,single,TERTIARY,yse,24,no,no,CELLULAR,21,aug,246,2,-1,0,UNKNOWN,no,
45,technician,married,tertiary,no,0,on,no,cellular,21,agu,103,2,-1,0,unknown,no,
39,TECHNICIAN,single,TERTIARY,no,0,no,no,CELLULAR,21,aug,121,2,-1,0,unknown,no,
41,technician,diovrced,seocndary,no,988,no,no,CELLULAR,21,aug,429,2,-1,0,unknown,no,
44,MANAGEMENT,married,SECONDARY,no,0,no,on,cellular,21,aug,167,2,-1,0,uknnown,no,
48,blue-collar,married,primary,no,492,no,yes,cellular,21,aug,139,2,-1,0,UKNNOWN,no,
46,MANAGEMENT,amrried,TERTIARY,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,unkonwn,no,
44,MANAGEMENT,divorced,tertiary,no,243,no,no,CELLUALR,21,aug,118,4,-1,0,UNKNOWN,no,
37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,unknown,no,
43,technician,married,TERTIARY,on,1485,no,on,cellular,21,aug,180,2,-1,0,unknown,no,
58,MANAGEMENT,married,TERTIARY,no,287,yes,no,cellular,21,aug,676,8,-1,0,UNKNOWN,no,
50,management,divorced,tertiary,no,83,yes,no,CELLULAR,21,agu,40,2,-1,0,unknown,no,
34,technician,single,SECONDARY,no,666,no,no,cellular,21,aug,1503,2,-1,0,UNKNONW,yes,
42,MANAGEMENT,single,TERTIARY,yes,0,no,yes,CELLULAR,21,aug,384,5,-1,0,UNKNOWN,no,
33,technician,single,secondary,no,422,no,no,CELLULAR,21,aug,289,2,-1,0,UNKNOWN,no,
35,TECHNICIAN,snigle,TERTIARY,on,147,no,no,CELLULAR,21,aug,134,2,-1,0,UNKNONW,no,
30,technician,single,SECONDARY,no,-123,no,yes,cellular,21,aug,120,2,-1,0,unknown,no,
31,technician,signle,secondary,no,388,no,no,CELLULAR,21,aug,115,2,-1,0,unknown,no,
51,BLUE-COLLAR,married,primary,no,0,no,on,cellular,21,aug,234,4,-1,0,UNKNOWN,no,
30,technician,married,SECONDARY,no,9,no,no,CELLULAR,21,aug,129,2,-1,0,UNKNOWN,no,
37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,UNKNOWN,no,
32,TECHNICIAN,single,SECONDARY,no,0,no,no,CELLULAR,21,aug,126,2,-1,0,unknown,no,
38,technician,married,SECONDARY,no,1960,yes,no,cellular,21,aug,161,2,-1,0,unknown,no,
56,TECHNIICAN,married,tertiary,on,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes,
46,services,married,SECONDARY,no,244,no,no,cellular,21,uag,139,2,-1,0,unknown,no,
55,BLUE-COLLAR,married,UNKNOWN,no,196,no,no,cellular,21,aug,168,2,-1,0,unknown,no,
32,housemaid,single,TERTIARY,no,4,yes,no,CELLULAR,21,aug,776,2,-1,0,unknown,no,
36,MANAGMEENT,married,TERTIARY,no,0,no,no,CELLULAR,21,aug,173,2,-1,0,UNKNOWN,no,
53,blue-collar,married,primary,on,2295,no,no,CELLULAR,21,aug,65,10,-1,0,UNKNOWN,no,
52,blue-collar,married,PRIMARY,no,924,on,no,cellular,21,aug,93,4,-1,0,UNKNOWN,no,
50,SERVICES,dviorced,SECONDARY,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown,no,
36,TECHNICIAN,married,SECONDRAY,no,1130,no,on,cellluar,21,aug,223,8,-1,0,unknown,no,
45,blue-collar,married,SECONDARY,no,13156,no,no,CELLULAR,21,aug,62,4,-1,0,unknown,no,
33,HOUSEMAID,married,PRIMARY,no,167,no,no,CELLULAR,21,aug,141,2,-1,0,unknown,no,
34,management,married,tertiray,no,468,no,no,cellular,21,aug,104,2,-1,0,UNKNOWN,no,
47,MANAGEMENT,single,TERTIARY,no,0,no,no,CELLULAR,21,aug,136,2,-1,0,uknnown,no,
30,MANAGEMENT,married,tertiary,no,4948,no,no,CELLULAR,21,aug,376,2,-1,0,unknown,no,
45,bule-collar,married,SECONDARY,on,430,no,yes,CELLULAR,21,aug,140,2,-1,0,unknown,no,
32,technician,single,teritary,on,0,no,no,cellular,21,aug,119,2,-1,0,UNKNOWN,no,
31,TECHNICIAN,single,TERTAIRY,no,-1,no,no,cellualr,21,aug,117,4,-1,0,unknown,no,
45,BLUE-COLLAR,married,primary,no,1251,no,yes,CELLULAR,21,aug,126,4,-1,0,unknown,no,
44,TECHNICIAN,divorced,SECONDARY,no,65,no,no,CELLULAR,21,aug,148,4,-1,0,UNKNOWN,no,
39,technician,married,SECONDARY,on,22,no,no,CELLULAR,21,aug,76,2,-1,0,UNKNOWN,,
55,TECHNICIAN,marride,TERTIARY,on,11,on,on,cellular,21,aug,588,2,-1,0,unknown,no,
34,TECHNICIAN,single,tertiary,no,0,no,no,CELLULAR,21,aug,121,2,-1,0,UNKNOWN,no,
33,MANAGEMENT,married,TERTIARY,no,150,no,no,CELLULAR,21,aug,151,2,-1,0,unknown,no,
57,technician,divorced,TERTIAYR,no,96,no,no,cellular,21,agu,913,4,-1,0,UNKNOWN,yes,
38,management,married,tertiary,on,3995,no,no,cellular,21,aug,1111,6,-1,0,unknown,no,
35,TECHNICIAN,mraried,SECONDARY,no,249,no,no,cellluar,21,aug,205,8,-1,0,UNKNOWN,no,
53,TECHNICIAN,married,secondary,no,144,no,no,cellular,21,aug,282,4,-1,0,UNKNOWN,no,
42,technician,single,SECONDARY,no,0,no,no,cellualr,21,aug,656,2,-1,0,UNKNOWN,no,
33,TECHNICIAN,married,tertiary,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown,no,
36,HOUSEAMID,married,SECONDARY,no,0,no,no,cellular,21,aug,76,2,-1,0,unknown,no,
31,MANAGEMENT,single,TERTIARY,no,0,no,no,cellular,21,aug,243,2,-1,0,UNKNOWN,no,
56,MANAGEMENT,married,tertiary,no,502,no,no,cellular,21,aug,321,2,-1,0,UNKNOWN,no,
31,unemployed,single,SECONDARY,no,2066,no,yes,CELLULAR,21,aug,162,2,-1,0,UNKNOWN,no,
34,MANAGEMENT,single,tertiary,no,0,no,no,CELLULAR,21,aug,183,2,-1,0,unknown,no,
41,housemaid,married,PRIMARY,no,39,on,no,cellulra,21,aug,299,4,-1,0,UNKNOWN,no,
34,technician,married,escondary,no,-255,yes,no,ecllular,21,aug,179,2,-1,0,unknown,no,
41,technician,married,secondary,no,1032,yes,no,CELLULAR,21,agu,64,2,-1,0,unknown,no,
34,MANAGEMENT,married,tertiary,no,0,no,no,celullar,21,aug,124,2,-1,0,unknown,no,
60,RETIRED,married,SECONDARY,no,404,no,no,cellular,21,aug,335,2,-1,0,UNKNOWN,no,
36,ADMIN.,single,secondary,no,8,no,no,CELLULAR,21,aug,115,2,-1,0,unkonwn,no,
35,technician,single,TERTIARY,no,8,no,no,cellular,21,aug,169,2,-1,0,UNKNOWN,no,
36,MANGAEMENT,married,TERTIARY,no,0,yes,no,cellular,21,aug,90,8,-1,0,unknown,no,
51,MANAGEMENT,married,tertiary,no,307,no,no,CELLULAR,21,aug,244,6,-1,0,UNKNOWN,no,
30,technician,signle,TERTIARY,no,-970,no,yes,CELLULAR,21,aug,194,2,-1,0,unknown,no,
57,blue-collar,married,SECONDARY,no,2887,no,no,CELLULAR,21,aug,819,10,-1,0,unknown,yes,
40,technician,married,SECONDARY,no,1498,no,yes,cellular,21,aug,139,4,-1,0,UNKNOWN,no,
34,MANAGEMENT,single,TERTIARY,no,886,yes,no,cellular,21,aug,104,2,-1,0,unknown,no,
57,TECHNICIAN,single,secondary,no,104,no,no,CELLULAR,21,aug,297,2,-1,0,unknown,no,
33,TECHNICIAN,divorced,secondary,no,9,no,no,CELLULAR,21,aug,91,2,-1,0,unknown,no,
57,TECHNICIAN,married,TERTIARY,no,121,no,no,CELLULAR,21,aug,135,2,-1,0,unknown,no,
34,MANAGEMENT,divorced,tertiary,no,0,no,no,CELLULAR,21,aug,123,2,-1,0,UNKNONW,no,
48,SELF-EMPLOYED,married,SECONDRAY,no,91,no,no,CELLULAR,21,aug,136,8,-1,0,UNKNOWN,no,
30,TECHNICIAN,single,secodnary,no,0,no,no,cellular,21,aug,166,4,-1,0,UNKNOWN,no,
30,management,married,tertiary,no,562,on,on,cellular,21,aug,137,4,-1,0,unknown,no,
55,technician,marreid,tertiary,no,1354,no,no,CELLULAR,21,aug,545,4,-1,0,unknown,no,
52,TECHNICIAN,divorced,secondary,no,225,no,no,CELLULAR,21,aug,58,2,-1,0,UNKNOWN,no,
30,TECHNICIAN,married,TERTIARY,on,423,yes,no,cellular,21,aug,230,2,-1,0,unknown,no,
32,managemetn,single,tertiary,on,46,no,no,cellular,21,aug,788,6,-1,0,UNKNOWN,yes,
33,MANAGEMENT,single,tertiary,no,20,on,on,cellular,21,aug,329,2,-1,0,UNKNOWN,no,
39,TECHNICIAN,married,secondary,no,564,no,no,CELLLUAR,21,aug,86,4,-1,0,UNKNOWN,no,
50,blue-collar,married,RPIMARY,no,533,no,on,CELLULAR,21,aug,212,4,-1,0,UNKNOWN,no,
47,management,mraried,TERTIARY,no,509,no,yes,CELLULAR,21,aug,898,4,-1,0,UNKNOWN,no,
32,management,single,TERTIARY,no,438,no,no,CELLULAR,21,aug,318,5,-1,0,unknown,no,
54,self-employed,married,SECNODARY,on,77,no,no,cellular,21,aug,180,4,-1,0,UNKNOWN,no,
31,technician,single,tertiary,no,176,no,no,cellular,21,aug,241,4,-1,0,unknown,no,
55,BLUE-COLLAR,amrried,primary,no,400,no,no,CELLULAR,21,aug,137,4,-1,0,UNKNOWN,no,
48,blue-collar,married,secondary,no,2008,on,no,cellluar,21,aug,238,4,-1,0,UNKNOWN,no,
37,management,married,tertiary,no,727,no,no,cellular,21,aug,176,10,-1,0,UNKNOWN,no,
52,ADMI.N,married,TERTIARY,no,17,no,no,CELLULAR,21,aug,97,4,-1,0,unknown,no,
31,technician,single,secondary,no,506,no,no,CELLULRA,21,aug,43,4,-1,0,unknown,no,
35,management,single,TERTIARY,no,75,no,on,CELLULAR,21,aug,122,5,-1,0,UNKNONW,no,
34,TECHNICIAN,married,TERTIARY,no,5060,yes,no,cellular,21,aug,12,21,-1,0,UNKNOWN,no,
37,management,married,SECONDARY,on,31,no,no,cellular,21,aug,119,4,-1,0,UNKNOWN,no,
45,blue-collar,married,secondary,no,1179,no,no,cellular,21,agu,172,6,-1,0,unknown,no,
31,technician,single,tertiary,on,26,no,no,ECLLULAR,21,aug,419,4,-1,0,UNKNOWN,no,
33,MANAGEMENT,divorced,TERTIARY,no,433,no,no,CELLULAR,21,aug,575,4,-1,0,UNKNOWN,no,
31,TECHNICIAN,single,TERTIARY,no,110,on,no,cellular,21,uag,238,4,-1,0,unknown,no,
48,technician,divorced,secondary,no,0,no,no,CELLULAR,21,aug,76,4,-1,0,unknown,no,
57,self-employed,married,SECONDARY,no,2109,no,no,CELLULAR,21,aug,107,6,-1,0,UNKNOWN,no,
31,technician,married,SECONDARY,no,28,no,no,cellular,21,aug,175,2,-1,0,unknown,no,
43,TECHNICIAN,married,TRETIARY,no,226,no,no,CELLULAR,21,uag,156,6,-1,0,UNKNOWN,no,
50,management,married,TERTIARY,no,0,no,no,CELLULAR,21,aug,89,2,-1,0,unknown,no,
32,MANAGEMENT,married,secondary,no,134,no,no,cellular,21,aug,181,4,-1,0,unknown,no,
32,TECHNICIAN,single,TERTIARY,no,0,no,no,CELLULAR,21,aug,660,2,-1,0,UNKNOWN,no,
60,blue-collar,married,secondary,no,0,no,no,CELLULAR,21,agu,111,2,-1,0,unknown,no,
50,SERVICES,married,secondary,no,1501,no,no,CELLULAR,21,aug,946,4,-1,0,UNKNOWN,yes,
40,technician,married,tertiary,no,278,no,no,cellular,21,aug,55,7,-1,0,UNKNOWN,no,
32,HOUSEMIAD,,secondary,no,0,no,no,cellular,21,aug,435,2,-1,0,unknown,no,
30,SERVICES,single,tertiary,no,-477,no,yes,cellular,21,agu,1532,2,-1,0,UNKNOWN,yes,
60,services,married,SECONDARY,no,1446,no,no,CELLULAR,21,agu,283,6,-1,0,unknown,no,
52,SERVICES,married,SECONDARY,no,0,on,no,cellular,21,aug,202,4,-1,0,unknown,no,
53,ADMIN.,married,secondary,no,105,no,yes,cellular,21,aug,74,2,-1,0,unknown,no,
50,unknown,married,unknown,no,0,no,no,cellular,21,aug,120,2,-1,0,unknown,no,
58,RETIRED,married,tertiary,no,0,no,no,CLELULAR,21,uag,138,2,-1,0,unknown,no,
36,TECHNICIAN,single,SECONDARY,no,18,no,no,CELLULAR,21,aug,67,2,-1,0,UNKNOWN,no,
39,management,married,TERTIARY,no,1981,no,no,CELLULAR,21,aug,1026,4,-1,0,UNKNOWN,no,
35,technician,married,secondary,no,905,no,yes,cellular,21,aug,114,2,-1,0,UNKNOWN,no,
40,management,married,tertiary,no,700,yes,no,CELLULAR,21,aug,88,6,-1,0,unknown,no,
31,technician,single,TERTIARY,no,424,no,no,cellular,21,uag,93,2,-1,0,UNKNOWN,no,
39,management,single,tertiary,no,86,yes,on,cellular,21,aug,140,4,-1,0,UNKNOWN,no,
45,management,married,TERTIARY,no,-459,on,no,CELLULAR,21,aug,508,6,-1,0,UNKNOWN,no,
57,adimn.,married,UNKNOWN,no,1401,on,on,CELLULAR,21,aug,91,22,-1,0,UNKNOWN,no,
30,technician,single,TERTIARY,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown,no,
44,management,married,tertiary,no,7635,no,on,cellular,21,aug,719,5,-1,0,UNKNOWN,no,
47,management,single,tertiary,no,440,no,no,CELLULAR,21,aug,71,4,-1,0,UNKNOWN,no,
47,blue-collar,married,primary,no,468,no,on,CELLULAR,21,aug,381,7,-1,0,UNKNOWN,no,
34,management,sinlge,TERTIARY,on,0,no,no,CELLULAR,21,uag,191,2,-1,0,UNKNOWN,no,
56,admin.,married,secondary,no,1694,no,on,cellular,21,aug,793,10,-1,0,unknown,yes,
31,management,single,tertiary,no,284,no,no,CELLULAR,21,aug,45,4,-1,0,nuknown,no,
37,management,married,tertiary,no,292,no,on,CELLULAR,21,aug,133,2,-1,0,unknown,no,
45,MANAGEMENT,married,tertiary,no,0,on,no,CELLULAR,21,aug,144,2,-1,0,unknown,no,
34,TECHNICIAN,single,secondary,no,202,yes,no,ECLLULAR,21,aug,114,2,-1,0,UNKNOWN,no,
37,technician,dviorced,secondary,no,-18,no,no,CELLULAR,21,aug,870,4,-1,0,unknown,no,
33,management,married,tertiary,no,137,yes,yes,CELLULAR,21,aug,70,2,-1,0,UNKNOWN,no,
