track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
MIENTRAS ME CURO DEL CORA,Karol G,,2023.0,2.0,24.0,1020.0,35.0,206399629,15.0,26.0,30,6.0,0,80.0,,Major,52.0,57.0,48.0,,0.0,15.0,39.0
Never Felt So Alone,Labrinth,1.0,2023.0,4.0,7.0,wrong_type,3.0,117747907,46.0,5.0,51,0.0,20,wrong_type,F,Major,44.0,36.0,41.0,50.0,0.0,,5.0
X SI VOLVEMOS,"Karol G, Romeo Santos",2.0,2023.0,2.0,wrong_type,2127.0,33.0,266624541,45.0,80.0,53,8.0,4,178.0,C#,Minor,79.0,58.0,wrong_type,34.0,0.0,11.0,25.0
ceilings,Lizzy McAlpine,1.0,2022.0,4.0,8.0,3242.0,9.0,293186992,67.0,55.0,48,0.0,6,wrong_type,A,Major,51.0,27.0,33.0,wrong_type,0.0,22.0,3.0
Cupid,Fifty Fifty,1.0,2023.0,2.0,24.0,526.0,10.0,139681964,15.0,93.0,30,0.0,320,120.0,D,Major,77.0,94.0,66.0,wrong_type,0.0,38.0,3.0
I AM,IVE,1.0,2023.0,4.0,10.0,366.0,15.0,123132751,16.0,102.0,7,0.0,55,122.0,E,Minor,68.0,38.0,88.0,1.0,0.0,8.0,5.0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1.0,,1.0,1.0,wrong_type,wrong_type,103762518,0.0,0.0,6,,0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0
Shorty Party,"Cartel De Santa, La Kelly",2.0,2023.0,3.0,4.0,432.0,wrong_type,162887075,8.0,14.0,12,2.0,33,,D,Major,93.0,47.0,47.0,33.0,,10.0,36.0
Super,SEVENTEEN,1.0,2023.0,4.0,24.0,271.0,12.0,91221625,16.0,103.0,9,0.0,55,137.0,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0
Slut Me Out,NLE Choppa,1.0,2022.0,4.0,22.0,816.0,4.0,190490915,21.0,4.0,13,,4,121.0,F#,Minor,94.0,71.0,,12.0,0.0,53.0,42.0
Double Fantasy (with Future),"The Weeknd, Future",2.0,2023.0,4.0,21.0,1169.0,0.0,96180277,36.0,65.0,28,wrong_type,0,119.0,A,Minor,60.0,10.0,57.0,1.0,0.0,50.0,3.0
All Of The Girls You Loved Before,Taylor Swift,1.0,2019.0,8.0,23.0,1282.0,wrong_type,185240616,26.0,,19,0.0,5,96.0,D,Major,72.0,40.0,47.0,71.0,0.0,,4.0
PROVENZA,Karol G,1.0,wrong_type,4.0,21.0,6587.0,34.0,885093467,114.0,104.0,147,11.0,20,111.0,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2.0,2023.0,4.0,14.0,1444.0,4.0,104992946,0.0,wrong_type,0,0.0,0,148.0,A,Major,90.0,74.0,68.0,14.0,0.0,10.0,19.0
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2.0,2023.0,2.0,3.0,356.0,10.0,147290338,4.0,wrong_type,4,2.0,37,182.0,A,Major,57.0,80.0,59.0,8.0,0.0,6.0,5.0
Shivers,Ed Sheeran,,,9.0,9.0,wrong_type,30.0,1302184087,234.0,71.0,543,18.0,,141.0,D,Major,79.0,82.0,86.0,28.0,0.0,4.0,9.0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2.0,wrong_type,12.0,30.0,wrong_type,6.0,158950978,8.0,84.0,5,1.0,4,145.0,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2.0,2023.0,4.0,wrong_type,351.0,9.0,76910644,16.0,wrong_type,10,,64,110.0,B,Minor,76.0,wrong_type,70.0,1.0,0.0,41.0,6.0
Komang,Raim Laode,1.0,2022.0,8.0,16.0,158.0,4.0,137123880,5.0,6.0,1,1.0,18,134.0,G,Major,70.0,35.0,41.0,,0.0,10.0,
DESPECHï¿,ROSALï¿½,1.0,2022.0,7.0,28.0,7613.0,33.0,782369383,180.0,,422,15.0,55,130.0,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0
Made You Look,Meghan Trainor,wrong_type,2022.0,wrong_type,21.0,3956.0,6.0,502574952,142.0,23.0,127,3.0,16,145.0,A#,Major,84.0,88.0,53.0,35.0,0.0,8.0,7.0
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3.0,2023.0,2.0,5.0,1638.0,10.0,207033255,0.0,0.0,21,0.0,0,130.0,B,Minor,69.0,36.0,90.0,1.0,10.0,15.0,
No Se Va,Grupo Frontera,1.0,2022.0,4.0,28.0,924.0,18.0,404887295,17.0,80.0,22,9.0,38,173.0,,Major,59.0,69.0,53.0,12.0,0.0,23.0,wrong_type
Punto G,Quevedo,1.0,2022.0,11.0,4.0,1985.0,35.0,381161027,34.0,26.0,37,5.0,1,92.0,B,Minor,wrong_type,55.0,76.0,25.0,0.0,10.0,15.0
Lovers Rock,TV Girl,1.0,,wrong_type,5.0,6339.0,13.0,466231982,3.0,1.0,36,1.0,37,105.0,F,Minor,56.0,57.0,87.0,0.0,1.0,10.0,4.0
METAMORPHOSIS,INTERWORLD,1.0,2021.0,wrong_type,25.0,1561.0,24.0,357580552,18.0,78.0,24,0.0,30,175.0,G,Minor,59.0,15.0,64.0,43.0,90.0,12.0,10.0
Mami Chula,"Quevedo, Jhayco",2.0,2023.0,4.0,27.0,875.0,4.0,61105704,17.0,13.0,27,0.0,43,120.0,G,Minor,80.0,33.0,70.0,22.0,0.0,9.0,4.0
En Paris,"El Chachito, Junior H",2.0,2022.0,12.0,24.0,406.0,5.0,198275403,wrong_type,31.0,2,1.0,0,139.0,D#,Minor,70.0,wrong_type,48.0,37.0,0.0,12.0,5.0
Set Me Free Pt.2,Jimin,1.0,2023.0,,17.0,340.0,13.0,168448603,4.0,71.0,16,1.0,9,132.0,,Minor,59.0,56.0,82.0,12.0,0.0,12.0,6.0
I Was Never There,"The Weeknd, Gesaffelstein",2.0,2018.0,3.0,29.0,4188.0,15.0,705469769,30.0,70.0,142,,27,114.0,A#,Major,32.0,17.0,74.0,14.0,0.0,17.0,3.0
Don't ever say love me (feat. RM of BTS),"RM, Colde",2.0,2023.0,5.0,4.0,105.0,0.0,34502215,5.0,9.0,5,0.0,0,145.0,B,Minor,54.0,,48.0,36.0,0.0,37.0,5.0
Shut Down,BLACKPINK,1.0,2022.0,9.0,16.0,1524.0,17.0,482175240,53.0,120.0,62,0.0,2,110.0,,Major,82.0,67.0,,,0.0,18.0,4.0
Gato de Noche,"Nengo Flow, Bad Bunny",wrong_type,2022.0,12.0,22.0,2651.0,30.0,304118600,21.0,55.0,32,3.0,0,94.0,G#,Major,89.0,61.0,66.0,17.0,0.0,36.0,16.0
Call Out My Name,The Weeknd,1.0,,3.0,29.0,11087.0,6.0,1449799467,151.0,107.0,801,1.0,105,134.0,C#,Major,45.0,17.0,60.0,21.0,0.0,33.0,wrong_type
Like Crazy (English Version),Jimin,1.0,2023.0,3.0,24.0,wrong_type,19.0,173627354,4.0,72.0,5,0.0,5,120.0,G,Major,62.0,32.0,76.0,0.0,0.0,39.0,4.0
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2.0,2023.0,2.0,2.0,200.0,4.0,90025258,8.0,77.0,2,1.0,1,123.0,G,Minor,70.0,wrong_type,68.0,24.0,0.0,,4.0
Sunroof,"Nicky Youre, Dazy",2.0,2021.0,12.0,3.0,3741.0,17.0,652704649,156.0,35.0,110,19.0,0,131.0,A#,Major,77.0,84.0,71.0,35.0,0.0,15.0,4.0
Lose Yourself - Soundtrack Version,Eminem,1.0,,1.0,1.0,,wrong_type,1829992958,247.0,54.0,"5,567",wrong_type,51,171.0,D,Major,70.0,6.0,73.0,1.0,0.0,36.0,26.0
Superman,"Eminem, Dina Rae",2.0,2002.0,5.0,26.0,7615.0,14.0,655466831,18.0,51.0,"1,005",0.0,0,130.0,E,Minor,80.0,64.0,76.0,wrong_type,0.0,20.0,6.0
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3.0,wrong_type,,2.0,wrong_type,wrong_type,146409671,10.0,41.0,20,0.0,1,wrong_type,B,Major,82.0,53.0,67.0,34.0,0.0,9.0,8.0
People Pt.2 (feat. IU),"IU, Agust D",2.0,2023.0,4.0,7.0,209.0,4.0,95816024,4.0,45.0,11,2.0,24,89.0,G,Minor,73.0,44.0,wrong_type,39.0,0.0,32.0,6.0
REMIX EXCLUSIVO,Feid,1.0,2023.0,3.0,17.0,1235.0,9.0,117206995,,8.0,15,wrong_type,6,87.0,F,Minor,,71.0,56.0,4.0,0.0,15.0,20.0
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2.0,2023.0,,22.0,654.0,3.0,100409613,11.0,3.0,18,wrong_type,1,124.0,B,Minor,72.0,,78.0,55.0,0.0,15.0,30.0
DOGTOOTH,"Tyler, The Creator",2.0,2023.0,3.0,27.0,1479.0,,80758350,23.0,0.0,18,0.0,33,78.0,G#,Major,71.0,80.0,65.0,51.0,0.0,22.0,32.0
10:35,"Tiï¿½ï¿½sto, Tate M",2.0,2022.0,11.0,,4942.0,26.0,325592432,190.0,wrong_type,147,18.0,63,120.0,G#,Major,70.0,70.0,79.0,7.0,0.0,18.0,10.0
SORRY NOT SORRY,"Tyler, The Creator",wrong_type,2023.0,wrong_type,31.0,709.0,0.0,58473276,8.0,wrong_type,13,0.0,0,96.0,F#,Minor,48.0,50.0,80.0,,0.0,37.0,20.0
HAPPY,NF,1.0,2023.0,3.0,25.0,660.0,0.0,52722996,22.0,7.0,11,0.0,78,106.0,G,Major,73.0,22.0,86.0,31.0,0.0,12.0,4.0
La Bebe,Yng Lvcas,1.0,2021.0,12.0,24.0,,17.0,191945597,,11.0,5,1.0,2,170.0,D,Minor,,75.0,46.0,62.0,0.0,12.0,
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2.0,2023.0,3.0,24.0,407.0,0.0,77377503,,15.0,5,0.0,1,134.0,B,Minor,67.0,11.0,76.0,8.0,47.0,30.0,
Late Night Talking,Harry Styles,,2022.0,5.0,20.0,7461.0,8.0,743693613,166.0,42.0,199,16.0,58,,A#,Major,71.0,90.0,73.0,30.0,,,
Leï¿½,Marï¿½ï¿½lia Mendo,1.0,2022.0,12.0,9.0,993.0,4.0,267789608,30.0,84.0,88,wrong_type,28,130.0,F#,Major,74.0,79.0,wrong_type,45.0,0.0,wrong_type,3.0
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2.0,2020.0,3.0,20.0,9161.0,5.0,1221813483,240.0,98.0,468,3.0,10,118.0,,Major,65.0,63.0,79.0,3.0,0.0,10.0,3.0
Something in the Orange,Zach Bryan,1.0,2022.0,4.0,22.0,3282.0,12.0,449701773,67.0,84.0,46,16.0,117,110.0,G,Major,wrong_type,22.0,38.0,42.0,0.0,12.0,wrong_type
VOID,Melanie Martinez,1.0,2023.0,3.0,29.0,596.0,0.0,67070410,29.0,9.0,12,0.0,52,100.0,A,Major,72.0,,66.0,18.0,4.0,19.0,4.0
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2.0,2023.0,3.0,14.0,320.0,6.0,116334601,5.0,48.0,2,1.0,9,142.0,G,Minor,wrong_type,76.0,79.0,26.0,0.0,11.0,7.0
Midnight Rain,Taylor Swift,1.0,2022.0,10.0,21.0,2612.0,4.0,433356509,wrong_type,,21,0.0,0,140.0,,Major,64.0,18.0,37.0,72.0,0.0,12.0,7.0
If We Ever Broke Up,Mae Stephens,1.0,2023.0,2.0,10.0,2040.0,4.0,165584767,81.0,27.0,66,9.0,444,116.0,G,Major,,96.0,73.0,62.0,0.0,9.0,4.0
You Proof,Morgan Wallen,1.0,2022.0,5.0,13.0,2128.0,,367814306,37.0,88.0,9,0.0,14,120.0,A,Major,73.0,64.0,85.0,,0.0,61.0,3.0
LA INOCENTE,"Feid, Mora",wrong_type,2022.0,4.0,wrong_type,2598.0,,477033549,28.0,57.0,43,8.0,85,92.0,F,Minor,76.0,46.0,79.0,31.0,0.0,7.0,6.0
Malas Decisiones,Kenia OS,1.0,,10.0,26.0,542.0,wrong_type,156214700,23.0,2.0,21,0.0,0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0
Murder In My Mind,Kordhell,1.0,2022.0,1.0,21.0,2459.0,20.0,448843705,20.0,68.0,50,0.0,22,120.0,A#,Major,71.0,57.0,97.0,1.0,0.0,13.0,wrong_type
Gangsta's Paradise,"Coolio, L.V.",2.0,wrong_type,7.0,wrong_type,10624.0,17.0,1357608774,wrong_type,0.0,386,0.0,,80.0,G#,Major,63.0,,61.0,9.0,0.0,56.0,6.0
CAIRO,"Karol G, Ovy On The Drums",2.0,,11.0,13.0,2418.0,26.0,294352144,52.0,66.0,55,,16,115.0,F,Minor,95.0,43.0,69.0,,wrong_type,9.0,31.0
I Love You So,The Walters,1.0,2014.0,11.0,28.0,7536.0,7.0,972164968,44.0,19.0,135,0.0,6,76.0,A#,Major,58.0,46.0,67.0,65.0,0.0,13.0,4.0
Dark Red,Steve Lacy,1.0,2017.0,,,10431.0,7.0,920045682,71.0,53.0,181,wrong_type,10,172.0,F#,Major,60.0,77.0,,45.0,0.0,12.0,6.0
Say You Won't Let Go,James Arthur,1.0,2016.0,9.0,9.0,15722.0,16.0,2420461338,231.0,37.0,"1,509",0.0,13,99.0,A#,Major,40.0,45.0,56.0,69.0,0.0,9.0,5.0
The Hills,The Weeknd,1.0,2015.0,5.0,27.0,25744.0,4.0,1947371785,122.0,94.0,"1,992",0.0,18,136.0,,Minor,36.0,12.0,57.0,9.0,0.0,14.0,8.0
Heart To Heart,Mac DeMarco,1.0,2019.0,5.0,10.0,1640.0,0.0,244658767,27.0,27.0,29,1.0,1,150.0,G#,Minor,90.0,64.0,14.0,67.0,35.0,11.0,10.0
Peaches (from The Super Mario Bros. Movie),Jack Black,1.0,2023.0,4.0,7.0,34.0,0.0,68216992,0.0,,0,0.0,0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5.0,2022.0,wrong_type,15.0,1845.0,,223582566,20.0,8.0,30,wrong_type,0,95.0,C#,Major,77.0,72.0,87.0,17.0,0.0,7.0,5.0
LOKERA,"Brray, Rauw Alejandro, Lyanno",wrong_type,2022.0,7.0,25.0,3301.0,30.0,471819764,72.0,64.0,64,6.0,3,102.0,B,Minor,83.0,58.0,83.0,21.0,0.0,10.0,5.0
Low,SZA,1.0,2022.0,12.0,9.0,1911.0,0.0,272377463,23.0,71.0,14,wrong_type,9,145.0,,Minor,70.0,34.0,55.0,43.0,0.0,16.0,6.0
Numb,Linkin Park,1.0,,3.0,24.0,20111.0,5.0,1361425037,39.0,0.0,"7,341",0.0,0,110.0,A,Major,50.0,,,0.0,0.0,64.0,4.0
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2.0,2023.0,2.0,24.0,1529.0,0.0,149778242,32.0,18.0,39,2.0,0,95.0,,Major,64.0,30.0,77.0,46.0,0.0,38.0,6.0
on the street (with J. Cole),"j-hope, J. Cole",2.0,,3.0,3.0,615.0,2.0,116599790,22.0,82.0,8,wrong_type,9,94.0,B,Minor,68.0,81.0,82.0,53.0,0.0,9.0,
One Thing At A Time,Morgan Wallen,1.0,2022.0,12.0,2.0,811.0,4.0,148469433,11.0,58.0,5,0.0,21,142.0,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0
Miss You,"Robin Schulz, Oliver Tree",2.0,2022.0,8.0,5.0,5730.0,10.0,497225336,108.0,16.0,197,,165,145.0,F#,Minor,59.0,20.0,74.0,1.0,0.0,,5.0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1.0,2023.0,3.0,3.0,356.0,4.0,88791109,4.0,20.0,0,0.0,0,121.0,F#,Minor,,67.0,80.0,0.0,wrong_type,36.0,3.0
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1.0,2023.0,3.0,3.0,604.0,6.0,125917280,22.0,101.0,0,0.0,66,,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3.0,2023.0,2.0,23.0,wrong_type,0.0,105062254,29.0,3.0,18,0.0,19,137.0,C#,Minor,84.0,44.0,67.0,8.0,0.0,11.0,6.0
Everything I Love,Morgan Wallen,1.0,2023.0,1.0,31.0,579.0,0.0,95623148,11.0,54.0,0,0.0,103,104.0,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0
Heaven,Niall Horan,1.0,2023.0,2.0,17.0,1553.0,2.0,144584800,61.0,6.0,48,0.0,150,wrong_type,F,Major,57.0,68.0,76.0,7.0,0.0,wrong_type,3.0
LET GO,Central Cee,1.0,2022.0,12.0,15.0,2301.0,20.0,298063749,49.0,wrong_type,110,0.0,8,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0
Sial,Mahalini,1.0,2023.0,1.0,23.0,134.0,4.0,166570053,4.0,6.0,0,0.0,23,wrong_type,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0
I Wrote The Book,Morgan Wallen,1.0,,1.0,31.0,430.0,0.0,83021468,,17.0,0,0.0,0,144.0,D,Major,68.0,83.0,wrong_type,9.0,wrong_type,8.0,
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2.0,2022.0,11.0,5.0,86.0,0.0,139836056,11.0,101.0,0,0.0,48,94.0,A,Major,59.0,44.0,56.0,80.0,wrong_type,6.0,3.0
SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,629.0,14.0,303216294,32.0,3.0,9,0.0,0,94.0,G#,Major,73.0,65.0,79.0,5.0,2.0,11.0,6.0
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2.0,2022.0,wrong_type,15.0,1701.0,15.0,221409663,30.0,15.0,34,2.0,47,113.0,G,Minor,79.0,66.0,74.0,8.0,0.0,11.0,5.0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2.0,2023.0,3.0,3.0,329.0,0.0,58890931,14.0,35.0,1,0.0,0,148.0,E,Major,50.0,49.0,76.0,12.0,0.0,wrong_type,3.0
Red Ruby Da Sleeze,Nicki Minaj,,2023.0,3.0,3.0,1168.0,0.0,81419389,45.0,,20,0.0,21,98.0,C#,Major,70.0,wrong_type,73.0,wrong_type,0.0,,26.0
Kahani Suno 2.0,Kaifi Khalil,1.0,2022.0,,31.0,162.0,6.0,156777415,1.0,10.0,1,0.0,1,140.0,B,Major,58.0,26.0,,91.0,0.0,10.0,4.0
Nobody Gets Me,SZA,1.0,2022.0,12.0,9.0,2536.0,6.0,284908316,59.0,100.0,58,13.0,2,100.0,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0
PERO Tï¿,"Karol G, Quevedo",2.0,2023.0,2.0,23.0,387.0,11.0,93438910,11.0,15.0,14,3.0,1,140.0,F#,Major,86.0,wrong_type,,39.0,0.0,11.0,29.0
Hype Boy,NewJeans,1.0,2022.0,8.0,1.0,892.0,17.0,363472647,20.0,119.0,12,2.0,7,,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0
Bloody Mary,Lady Gaga,1.0,2011.0,1.0,1.0,3909.0,0.0,372476382,66.0,26.0,277,3.0,734,100.0,A,Minor,59.0,49.0,65.0,2.0,0.0,13.0,3.0
Monotonï¿½,"Ozuna, Shakira",2.0,wrong_type,,19.0,3645.0,15.0,380726517,wrong_type,34.0,150,wrong_type,19,132.0,,Minor,87.0,82.0,70.0,42.0,0.0,21.0,
ýýý98 Braves,Morgan Wallen,1.0,2023.0,3.0,3.0,282.0,0.0,56533272,6.0,15.0,0,0.0,0,142.0,D,Major,wrong_type,48.0,,10.0,0.0,26.0,3.0
WANDA,Quevedo,,2023.0,1.0,20.0,888.0,22.0,175399345,11.0,24.0,7,1.0,7,176.0,E,Minor,72.0,96.0,63.0,25.0,0.0,21.0,7.0
Thought You Should Know,Morgan Wallen,1.0,2022.0,5.0,6.0,968.0,4.0,203221468,wrong_type,53.0,1,0.0,61,140.0,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0
In The End,Linkin Park,1.0,2000.0,10.0,24.0,25065.0,6.0,1624165576,63.0,0.0,"6,808",2.0,0,105.0,D#,Minor,,40.0,90.0,1.0,0.0,32.0,6.0
Zona De Perigo,Leo Santana,1.0,2022.0,12.0,8.0,531.0,4.0,134294498,20.0,,71,2.0,0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0
Lovezinho,Treyce,1.0,2022.0,7.0,28.0,242.0,wrong_type,70069745,12.0,2.0,13,0.0,4,128.0,E,Minor,82.0,61.0,59.0,30.0,0.0,12.0,4.0
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2.0,2022.0,6.0,3.0,5281.0,14.0,609293408,94.0,21.0,80,15.0,38,101.0,F,Major,74.0,43.0,69.0,12.0,0.0,12.0,wrong_type
Neverita,Bad Bunny,1.0,2022.0,5.0,6.0,2590.0,wrong_type,671365962,20.0,64.0,35,6.0,0,122.0,A#,Major,88.0,43.0,50.0,7.0,0.0,14.0,5.0
Vista Al Mar,Quevedo,1.0,2022.0,9.0,8.0,1769.0,34.0,362361576,16.0,19.0,21,3.0,4,105.0,,Minor,,49.0,56.0,80.0,12.0,,13.0
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2.0,2022.0,12.0,23.0,454.0,4.0,93587665,6.0,1.0,21,0.0,1,83.0,C#,Major,53.0,,36.0,73.0,0.0,11.0,33.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4.0,2021.0,9.0,3.0,6180.0,7.0,1223481149,122.0,88.0,580,21.0,10,77.0,B,Minor,72.0,59.0,76.0,24.0,0.0,42.0,28.0
Revenge,XXXTENTACION,1.0,2017.0,8.0,25.0,3600.0,,1022258230,7.0,0.0,203,0.0,2,140.0,B,Minor,75.0,18.0,25.0,78.0,0.0,11.0,wrong_type
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2.0,2022.0,11.0,3.0,1254.0,6.0,263453310,26.0,69.0,73,2.0,6,158.0,C#,Major,65.0,72.0,,31.0,0.0,92.0,5.0
LA CANCIï¿½,"J Balvin, Bad Bunny",,2019.0,6.0,28.0,6398.0,31.0,1435127549,wrong_type,109.0,305,3.0,5,176.0,G,Major,75.0,43.0,65.0,,0.0,11.0,32.0
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2.0,2022.0,10.0,20.0,660.0,15.0,236857112,wrong_type,59.0,18,5.0,52,98.0,B,Major,wrong_type,88.0,57.0,56.0,0.0,5.0,2.0
Love Again,The Kid Laroi,1.0,2023.0,1.0,27.0,1283.0,0.0,147538971,,4.0,48,,0,107.0,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0
After Hours,The Weeknd,1.0,2020.0,2.0,19.0,wrong_type,6.0,698086140,45.0,,218,1.0,221,109.0,F,Minor,wrong_type,16.0,57.0,10.0,1.0,12.0,3.0
About Damn Time,Lizzo,1.0,2022.0,7.0,15.0,2332.0,2.0,723894473,0.0,0.0,25,0.0,0,109.0,A#,Minor,84.0,72.0,74.0,wrong_type,0.0,34.0,7.0
Born With A Beer In My Hand,Morgan Wallen,1.0,2023.0,3.0,3.0,203.0,0.0,34450974,5.0,9.0,0,,0,148.0,,Major,53.0,61.0,,,0.0,36.0,4.0
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1.0,2020.0,5.0,20.0,685.0,14.0,403097450,24.0,94.0,9,0.0,23,158.0,F#,Minor,wrong_type,52.0,76.0,17.0,0.0,19.0,5.0
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2.0,2022.0,9.0,,2460.0,13.0,309483971,53.0,7.0,56,3.0,1,94.0,F,Minor,74.0,64.0,73.0,6.0,0.0,10.0,6.0
Maan Meri Jaan,King,1.0,2022.0,10.0,,288.0,6.0,319566866,11.0,80.0,1,0.0,8,96.0,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0
Moscow Mule,Bad Bunny,1.0,2022.0,5.0,6.0,4572.0,33.0,909001996,74.0,113.0,85,9.0,2,100.0,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,wrong_type
My Universe,"Coldplay, BTS",wrong_type,2021.0,wrong_type,24.0,6127.0,13.0,1061966512,0.0,0.0,0,0.0,0,105.0,A,Major,58.0,42.0,,1.0,0.0,14.0,4.0
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1.0,2023.0,3.0,3.0,166.0,0.0,32526947,2.0,10.0,0,0.0,0,,,Major,53.0,32.0,66.0,38.0,0.0,,3.0
LLYLM,ROSALï¿½,1.0,2023.0,1.0,27.0,1838.0,0.0,124988687,105.0,41.0,114,1.0,59,170.0,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3.0,2023.0,1.0,27.0,1890.0,0.0,103787664,,1.0,49,0.0,9,115.0,,Major,70.0,84.0,90.0,17.0,0.0,41.0,6.0
TRUSTFALL,P!nk,1.0,2023.0,1.0,27.0,2098.0,16.0,134255790,88.0,24.0,101,7.0,451,122.0,G#,Major,64.0,25.0,,0.0,0.0,15.0,9.0
ANTIFRAGILE,LE SSERAFIM,1.0,2022.0,10.0,wrong_type,761.0,12.0,301051721,23.0,95.0,11,0.0,3,105.0,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0
Boy's a liar,PinkPantheress,1.0,2022.0,11.0,30.0,1225.0,0.0,156338624,27.0,0.0,28,13.0,0,133.0,F,Major,66.0,74.0,84.0,,0.0,21.0,4.0
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2.0,2023.0,1.0,13.0,415.0,2.0,152850295,15.0,40.0,21,,15,100.0,,Major,79.0,60.0,68.0,7.0,0.0,26.0,4.0
Shirt,SZA,1.0,2022.0,10.0,28.0,3469.0,0.0,309653982,71.0,95.0,31,0.0,2,120.0,D#,Minor,wrong_type,55.0,45.0,15.0,3.0,9.0,10.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1.0,2022.0,10.0,,3311.0,0.0,297328960,,31.0,212,1.0,41,177.0,A,Major,25.0,wrong_type,30.0,90.0,0.0,13.0,3.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1.0,,9.0,22.0,2616.0,0.0,332506354,113.0,17.0,208,0.0,192,142.0,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,wrong_type
"Sex, Drugs, Etc.",Beach Weather,1.0,2016.0,11.0,4.0,3006.0,16.0,480507035,47.0,,87,12.0,124,144.0,E,Minor,57.0,47.0,84.0,1.0,1.0,52.0,4.0
Boy With Luv (feat. Halsey),"Halsey, BTS",2.0,2019.0,4.0,12.0,4260.0,0.0,1065580332,113.0,92.0,259,0.0,1,120.0,B,Minor,65.0,,86.0,9.0,0.0,19.0,10.0
"Hey, Mickey!",Baby Tate,1.0,2016.0,9.0,27.0,482.0,0.0,122763672,9.0,1.0,12,4.0,3,135.0,D,Major,,73.0,51.0,55.0,0.0,15.0,6.0
